season,episode,character_killed,killer,method,method_cat,reason,location,allegiance,importance,
8,3,Wight,Arya Stark,Magic,Magic,Killed during the Battle of Winterfell when the Night King falls,Winterfell,None,1,
8,3,Wight,Arya Stark,Magic,Magic,Killed during the Battle of Winterfell when the Night King falls,Winterfell,None,1,
8,3,Wight,Arya Stark,Magic,Magic,Killed during the Battle of Winterfell when the Night King falls,Winterfell,None,1,
8,3,Wight,Arya Stark,Magic,Magic,Killed during the Battle of Winterfell when the Night King falls,Winterfell,None,1,
8,3,Wight,Arya Stark,Magic,Magic,Killed during the Battle of Winterfell when the Night King falls,Winterfell,None,1,
8,3,Wight,Arya Stark,Magic,Magic,Killed during the Battle of Winterfell when the Night King falls,Winterfell,None,1,
8,3,Wight,Arya Stark,Magic,Magic,Killed during the Battle of Winterfell when the Night King falls,Winterfell,None,1,
8,3,Wight,Arya Stark,Magic,Magic,Killed during the Battle of Winterfell when the Night King falls,Winterfell,None,1,
8,3,Wight,Arya Stark,Magic,Magic,Killed during the Battle of Winterfell when the Night King falls,Winterfell,None,1,
8,3,Wight,Arya Stark,Magic,Magic,Killed during the Battle of Winterfell when the Night King falls,Winterfell,None,1,
8,3,Wight,Arya Stark,Magic,Magic,Killed during the Battle of Winterfell when the Night King falls,Winterfell,None,1,
8,3,Wight,Arya Stark,Magic,Magic,Killed during the Battle of Winterfell when the Night King falls,Winterfell,None,1,
8,3,Wight,Arya Stark,Magic,Magic,Killed during the Battle of Winterfell when the Night King falls,Winterfell,None,1,
8,3,Wight,Arya Stark,Magic,Magic,Killed during the Battle of Winterfell when the Night King falls,Winterfell,None,1,
8,3,Wight,Arya Stark,Magic,Magic,Killed during the Battle of Winterfell when the Night King falls,Winterfell,None,1,
8,3,Wight,Arya Stark,Magic,Magic,Killed during the Battle of Winterfell when the Night King falls,Winterfell,None,1,
8,3,Wight,Arya Stark,Magic,Magic,Killed during the Battle of Winterfell when the Night King falls,Winterfell,None,1,
8,3,Wight,Arya Stark,Magic,Magic,Killed during the Battle of Winterfell when the Night King falls,Winterfell,None,1,
8,3,Wight,Arya Stark,Magic,Magic,Killed during the Battle of Winterfell when the Night King falls,Winterfell,None,1,
8,3,Wight,Arya Stark,Magic,Magic,Killed during the Battle of Winterfell when the Night King falls,Winterfell,None,1,
8,3,Wight,Arya Stark,Magic,Magic,Killed during the Battle of Winterfell when the Night King falls,Winterfell,None,1,
8,3,Wight,Arya Stark,Magic,Magic,Killed during the Battle of Winterfell when the Night King falls,Winterfell,None,1,
8,3,Wight,Arya Stark,Magic,Magic,Killed during the Battle of Winterfell when the Night King falls,Winterfell,None,1,
8,3,Wight,Arya Stark,Magic,Magic,Killed during the Battle of Winterfell when the Night King falls,Winterfell,None,1,
8,3,Wight,Arya Stark,Magic,Magic,Killed during the Battle of Winterfell when the Night King falls,Winterfell,None,1,
8,3,Wight,Arya Stark,Magic,Magic,Killed during the Battle of Winterfell when the Night King falls,Winterfell,None,1,
8,3,Jorah Mormont,Wight,Sword,Blade,Killed during the Battle of Winterfell when defending Daenerys Targaryen,Winterfell,"House Targaryen, House Mormont",4,
8,3,Melisandre “the Red Woman” of Asshai,Melisandre “the Red Woman” of Asshai,Magic,Magic,"Removed her magic choker, which kept her youthful, after the Battle of Winterfell was won because she’d finished serving her “purpose”",Winterfell,The Lord of Light,4,
8,4,Rhaegal,Euron Greyjoy,Scorpion bolt,Arrow,Killed in a surprise attack by Euron Greyjoy’s fleet when Daenerys Targaryen and her fleet are on their way to King’s Landing ,Dragonstone,House Targaryen,4,
8,4,Missandei,Gregor “the Mountain” Clegane,Sword,Blade,Executed on Cersei Lannister’s orders when Cersei refuses to surrender to Daenerys Targaryen,King’s Landing,House Targaryen,4,
8,5,Varys,Drogon,Dragonfire,Animal,Executed on Daenerys Targaryen’s orders after Varys betrayed her to try and put Jon Snow on the throne instead.,Dragonstone,House Targaryen,4,
8,5,Greyjoy (Euron-aligned) soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,House Greyjoy (Euron-aligned),1,
8,5,Greyjoy (Euron-aligned) soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,House Greyjoy (Euron-aligned),1,
8,5,Greyjoy (Euron-aligned) soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,House Greyjoy (Euron-aligned),1,
8,5,Greyjoy (Euron-aligned) soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,House Greyjoy (Euron-aligned),1,
8,5,Greyjoy (Euron-aligned) soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,House Greyjoy (Euron-aligned),1,
8,5,Greyjoy (Euron-aligned) soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,House Greyjoy (Euron-aligned),1,
8,5,Greyjoy (Euron-aligned) soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,House Greyjoy (Euron-aligned),1,
8,5,Greyjoy (Euron-aligned) soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,House Greyjoy (Euron-aligned),1,
8,5,Greyjoy (Euron-aligned) soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,House Greyjoy (Euron-aligned),1,
8,5,Greyjoy (Euron-aligned) soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,House Greyjoy (Euron-aligned),1,
8,5,Greyjoy (Euron-aligned) soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,House Greyjoy (Euron-aligned),1,
8,5,Greyjoy (Euron-aligned) soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,House Greyjoy (Euron-aligned),1,
8,5,Greyjoy (Euron-aligned) soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,House Greyjoy (Euron-aligned),1,
8,5,Greyjoy (Euron-aligned) soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,House Greyjoy (Euron-aligned),1,
8,5,Greyjoy (Euron-aligned) soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,House Greyjoy (Euron-aligned),1,
8,5,Greyjoy (Euron-aligned) soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,House Greyjoy (Euron-aligned),1,
8,5,Greyjoy (Euron-aligned) soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,House Greyjoy (Euron-aligned),1,
8,5,Greyjoy (Euron-aligned) soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,House Greyjoy (Euron-aligned),1,
8,5,Greyjoy (Euron-aligned) soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,House Greyjoy (Euron-aligned),1,
8,5,Greyjoy (Euron-aligned) soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,House Greyjoy (Euron-aligned),1,
8,5,Greyjoy (Euron-aligned) soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,House Greyjoy (Euron-aligned),1,
8,5,Greyjoy (Euron-aligned) soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,House Greyjoy (Euron-aligned),1,
8,5,Greyjoy (Euron-aligned) soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,House Greyjoy (Euron-aligned),1,
8,5,Greyjoy (Euron-aligned) soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,House Greyjoy (Euron-aligned),1,
8,5,Greyjoy (Euron-aligned) soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,House Greyjoy (Euron-aligned),1,
8,5,Greyjoy (Euron-aligned) soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,House Greyjoy (Euron-aligned),1,
8,5,Greyjoy (Euron-aligned) soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,House Greyjoy (Euron-aligned),1,
8,5,Greyjoy (Euron-aligned) soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,House Greyjoy (Euron-aligned),1,
8,5,Greyjoy (Euron-aligned) soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,House Greyjoy (Euron-aligned),1,
8,5,Greyjoy (Euron-aligned) soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,House Greyjoy (Euron-aligned),1,
8,5,Greyjoy (Euron-aligned) soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,House Greyjoy (Euron-aligned),1,
8,5,Greyjoy (Euron-aligned) soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,House Greyjoy (Euron-aligned),1,
8,5,Greyjoy (Euron-aligned) soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,House Greyjoy (Euron-aligned),1,
8,5,Greyjoy (Euron-aligned) soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,House Greyjoy (Euron-aligned),1,
8,5,Greyjoy (Euron-aligned) soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,House Greyjoy (Euron-aligned),1,
8,5,Greyjoy (Euron-aligned) soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,House Greyjoy (Euron-aligned),1,
8,5,Greyjoy (Euron-aligned) soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,House Greyjoy (Euron-aligned),1,
8,5,Greyjoy (Euron-aligned) soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,House Greyjoy (Euron-aligned),1,
8,5,Greyjoy (Euron-aligned) soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,House Greyjoy (Euron-aligned),1,
8,5,Greyjoy (Euron-aligned) soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,House Greyjoy (Euron-aligned),1,
8,5,Greyjoy (Euron-aligned) soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,House Greyjoy (Euron-aligned),1,
8,5,Greyjoy (Euron-aligned) soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,House Greyjoy (Euron-aligned),1,
8,5,Greyjoy (Euron-aligned) soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,House Greyjoy (Euron-aligned),1,
8,5,Greyjoy (Euron-aligned) soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,House Greyjoy (Euron-aligned),1,
8,5,Greyjoy (Euron-aligned) soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,House Greyjoy (Euron-aligned),1,
8,5,Greyjoy (Euron-aligned) soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,House Greyjoy (Euron-aligned),1,
8,5,Greyjoy (Euron-aligned) soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,House Greyjoy (Euron-aligned),1,
8,5,Greyjoy (Euron-aligned) soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,House Greyjoy (Euron-aligned),1,
8,5,Greyjoy (Euron-aligned) soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,House Greyjoy (Euron-aligned),1,
8,5,Greyjoy (Euron-aligned) soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,House Greyjoy (Euron-aligned),1,
8,5,Greyjoy (Euron-aligned) soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,House Greyjoy (Euron-aligned),1,
8,5,Greyjoy (Euron-aligned) soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,House Greyjoy (Euron-aligned),1,
8,5,Greyjoy (Euron-aligned) soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,House Greyjoy (Euron-aligned),1,
8,5,Greyjoy (Euron-aligned) soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,House Greyjoy (Euron-aligned),1,
8,5,Greyjoy (Euron-aligned) soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,House Greyjoy (Euron-aligned),1,
8,5,Greyjoy (Euron-aligned) soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,House Greyjoy (Euron-aligned),1,
8,5,Greyjoy (Euron-aligned) soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,House Greyjoy (Euron-aligned),1,
8,5,Greyjoy (Euron-aligned) soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,House Greyjoy (Euron-aligned),1,
8,5,Greyjoy (Euron-aligned) soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,House Greyjoy (Euron-aligned),1,
8,5,Greyjoy (Euron-aligned) soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,House Greyjoy (Euron-aligned),1,
8,5,Greyjoy (Euron-aligned) soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,House Greyjoy (Euron-aligned),1,
8,5,Greyjoy (Euron-aligned) soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,House Greyjoy (Euron-aligned),1,
8,5,Greyjoy (Euron-aligned) soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,House Greyjoy (Euron-aligned),1,
8,5,Greyjoy (Euron-aligned) soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,House Greyjoy (Euron-aligned),1,
8,5,Greyjoy (Euron-aligned) soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,House Greyjoy (Euron-aligned),1,
8,5,Greyjoy (Euron-aligned) soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,House Greyjoy (Euron-aligned),1,
8,5,Greyjoy (Euron-aligned) soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,House Greyjoy (Euron-aligned),1,
8,5,Greyjoy (Euron-aligned) soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,House Greyjoy (Euron-aligned),1,
8,5,Greyjoy (Euron-aligned) soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,House Greyjoy (Euron-aligned),1,
8,5,Greyjoy (Euron-aligned) soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,House Greyjoy (Euron-aligned),1,
8,5,Greyjoy (Euron-aligned) soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,House Greyjoy (Euron-aligned),1,
8,5,Greyjoy (Euron-aligned) soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,House Greyjoy (Euron-aligned),1,
8,5,Greyjoy (Euron-aligned) soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,House Greyjoy (Euron-aligned),1,
8,5,Greyjoy (Euron-aligned) soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,House Greyjoy (Euron-aligned),1,
8,5,Greyjoy (Euron-aligned) soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,House Greyjoy (Euron-aligned),1,
8,5,Greyjoy (Euron-aligned) soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,House Greyjoy (Euron-aligned),1,
8,5,Greyjoy (Euron-aligned) soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,House Greyjoy (Euron-aligned),1,
8,5,Greyjoy (Euron-aligned) soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,House Greyjoy (Euron-aligned),1,
8,5,Greyjoy (Euron-aligned) soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,House Greyjoy (Euron-aligned),1,
8,5,Greyjoy (Euron-aligned) soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,House Greyjoy (Euron-aligned),1,
8,5,Greyjoy (Euron-aligned) soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,House Greyjoy (Euron-aligned),1,
8,5,Greyjoy (Euron-aligned) soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,House Greyjoy (Euron-aligned),1,
8,5,Greyjoy (Euron-aligned) soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,House Greyjoy (Euron-aligned),1,
8,5,Greyjoy (Euron-aligned) soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,House Greyjoy (Euron-aligned),1,
8,5,Lannister soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,House Lannister,1,
8,5,Lannister soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,House Lannister,1,
8,5,Lannister soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,House Lannister,1,
8,5,Lannister soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,House Lannister,1,
8,5,Lannister soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,House Lannister,1,
8,5,Lannister soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,House Lannister,1,
8,5,Lannister soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,House Lannister,1,
8,5,Lannister soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,House Lannister,1,
8,5,Lannister soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,House Lannister,1,
8,5,Lannister soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,House Lannister,1,
8,5,Lannister soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,House Lannister,1,
8,5,Lannister soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,House Lannister,1,
8,5,Lannister soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,House Lannister,1,
8,5,Lannister soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,House Lannister,1,
8,5,Lannister soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,House Lannister,1,
8,5,Lannister soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,House Lannister,1,
8,5,Lannister soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,House Lannister,1,
8,5,Lannister soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,House Lannister,1,
8,5,Lannister soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,House Lannister,1,
8,5,Lannister soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,House Lannister,1,
8,5,Golden Company soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,"Golden Company, House Lannister",1,
8,5,Golden Company soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,"Golden Company, House Lannister",1,
8,5,Golden Company soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,"Golden Company, House Lannister",1,
8,5,Golden Company soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,"Golden Company, House Lannister",1,
8,5,Golden Company soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,"Golden Company, House Lannister",1,
8,5,Golden Company soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,"Golden Company, House Lannister",1,
8,5,Golden Company soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,"Golden Company, House Lannister",1,
8,5,Golden Company soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,"Golden Company, House Lannister",1,
8,5,Golden Company soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,"Golden Company, House Lannister",1,
8,5,Golden Company soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,"Golden Company, House Lannister",1,
8,5,Golden Company soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,"Golden Company, House Lannister",1,
8,5,Golden Company soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,"Golden Company, House Lannister",1,
8,5,Golden Company soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,"Golden Company, House Lannister",1,
8,5,Golden Company soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,"Golden Company, House Lannister",1,
8,5,Golden Company soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,"Golden Company, House Lannister",1,
8,5,Golden Company soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,"Golden Company, House Lannister",1,
8,5,Golden Company soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,"Golden Company, House Lannister",1,
8,5,Golden Company soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,"Golden Company, House Lannister",1,
8,5,Golden Company soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,"Golden Company, House Lannister",1,
8,5,Golden Company soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,"Golden Company, House Lannister",1,
8,5,Golden Company soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,"Golden Company, House Lannister",1,
8,5,Golden Company soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,"Golden Company, House Lannister",1,
8,5,Golden Company soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,"Golden Company, House Lannister",1,
8,5,Golden Company soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,"Golden Company, House Lannister",1,
8,5,Golden Company soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,"Golden Company, House Lannister",1,
8,5,Golden Company soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,"Golden Company, House Lannister",1,
8,5,Golden Company soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,"Golden Company, House Lannister",1,
8,5,Golden Company soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,"Golden Company, House Lannister",1,
8,5,Golden Company soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,"Golden Company, House Lannister",1,
8,5,Golden Company soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,"Golden Company, House Lannister",1,
8,5,Golden Company soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,"Golden Company, House Lannister",1,
8,5,Golden Company soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,"Golden Company, House Lannister",1,
8,5,Golden Company soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,"Golden Company, House Lannister",1,
8,5,Golden Company soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,"Golden Company, House Lannister",1,
8,5,Golden Company soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,"Golden Company, House Lannister",1,
8,5,Golden Company soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,"Golden Company, House Lannister",1,
8,5,Golden Company soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,"Golden Company, House Lannister",1,
8,5,Golden Company soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,"Golden Company, House Lannister",1,
8,5,Golden Company soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,"Golden Company, House Lannister",1,
8,5,Golden Company soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,"Golden Company, House Lannister",1,
8,5,Golden Company soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,"Golden Company, House Lannister",1,
8,5,Golden Company soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,"Golden Company, House Lannister",1,
